state_action_state_weights
49188 682 1 1
"ha" "N" "g" 421
"ided" "N" "l" 512
"e" "N" "ay" 116
"kh" "N" "e" 66
"dar" "N" "i" 266
"der" "N" "ay" 4
"kh" "N" "f" 144
"our" "N" "di" 34
"p" "N" "ke" 149
"ur" "N" "ji" 42
"ey" "N" "z" 415
"ou" "N" "pe" 160
"c" "N" "pe" 1242
"ey" "N" "pe" 148
"or" "N" "ju" 386
"que" "N" "de" 107
"ja" "N" "ks" 13
"ji" "N" "ji" 203
"ee" "N" "ja" 309
"ada" "N" "u" 377
"r" "N" "oyed" 150
"m" "N" "ep" 1620
"ks" "N" "ey" 32
"pe" "N" "bb" 452
"d" "N" "per" 2879
"deo" "N" "sh" 402
"eigh" "N" "de" 9
"eigh" "N" "f" 162
"te" "N" "ne" 133
"" "N" "eier" 486
"eier" "N" "b" 73
"e" "N" "ier" 35
"eier" "N" "w" 70
"n" "N" "eier" 17
"eier" "N" "i" 60
"ee" "N" "do" 498
"au" "N" "p" 305
"eier" "N" "r" 42
"eier" "N" "h" 52
"y" "N" "pop" 102
"pop" "N" "u" 371
"tch" "N" "sh" 382
"ne" "N" "doub" 11
"he" "N" "y" 64
"n" "N" "tio" 111
"ur" "N" "au" 148
"mme" "N" "s" 479
"m" "N" "urd" 78
"urd" "N" "er" 60
"du" "N" "po" 100
"y" "N" "paper" 340
"dea" "N" "q" 8
"sch" "N" "le" 521
"the" "N" "l" 147
"e" "N" "epi" 44
"a" "N" "s'" 604
"s'" "N" "n" 915
"ado" "N" "o" 197
"rre" "N" "v" 148
"a" "N" "joi" 240
"joi" "N" "ce" 41
"h" "N" "ura" 308
"o" "N" "apa" 2
"apa" "N" "n" 92
"der" "N" "s'" 774
"s'" "N" "v" 875
"yu" "N" "t" 396
"c" "N" "ff" 617
"igh" "N" "k" 264
"oyer" "N" "l" 106
"or" "N" "ff" 388
"bbe" "N" "l" 3
"n" "N" "ui" 862
"y" "N" "ji" 1524
"lle" "N" "u" 305
"ed" "N" "ji" 298
"ji" "N" "do" 83
"a" "N" "sz" 91
"sz" "N" "l" 74
"f" "N" "joh" 406
"joh" "N" "or" 253
"t" "N" "oppo" 50
"u" "N" "ah" 507
"pe" "N" "ju" 25
"joh" "N" "o" 401
"e" "N" "joh" 929
"au" "N" "ce" 811
"d" "N" "origi" 311
"ipe" "N" "f" 191
"ipe" "N" "l" 948
"p" "N" "peda" 4
"peda" "N" "s" 11
"t" "N" "ew" 295
"me" "N" "or" 780
"p" "N" "are" 284
"et" "N" "th" 209
"l" "N" "ze" 1073
"t" "N" "dou" 48
"dou" "N" "n" 71
"udge" "N" "a" 186
"dow" "N" "r" 477
"pri" "N" "y" 140
"-p" "N" "-p" 22
"re" "N" "ow" 308
"v" "N" "ara" 46
"pe" "N" "ng" 1329
"paper" "N" "d" 101
"igh" "N" "q" 705
"me" "N" "er" 137
"die" "N" "n" 303
"auer" "N" "n" 201
"ipp" "N" "v" 59
"die" "N" "ne" 5
"g" "N" "uh" 12
"uh" "N" "l" 316
"b" "N" "jer" 225
"jer" "N" "g" 211
"a" "N" "age" 132
"he" "N" "k" 53
"u" "N" "pri" 491
"" "N" "oida" 658
"oida" "N" "n" 398
"power" "N" "que" 6
"oid" "N" "m" 298
"r" "N" "og" 269
"og" "N" "r" 583
"ks" "N" "di" 151
"up" "N" "'" 114
"v" "N" "da" 1233
"t" "N" "oop" 5
"oop" "N" "u" 38
"era" "N" "o" 429
"oe" "N" "o" 295
"e" "N" "odu" 11
"jur" "N" "e" 88
"aded" "N" "f" 442
"do" "N" "ph" 203
"ad" "N" "er" 432
"de" "N" "di" 810
"hi" "N" "a" 275
"t" "N" "ded" 42
"age" "N" "j" 154
"y" "N" "ue" 230
"s" "N" "oid" 27
"oid" "N" "e" 431
"te" "N" "ck" 38
"n" "N" "era" 625
"l" "N" "f'" 247
"o" "N" "urde" 32
"urde" "N" "s" 27
"pa" "N" "sch" 341
"oad" "N" "or" 102
"i" "N" "age" 1340
"m" "N" "orre" 44
"orre" "N" "l" 110
"r" "N" "ye" 810
"ired" "N" "hi" 125
"gh" "N" "f" 999
"appa" "N" "n" 266
"or" "N" "hi" 507
"orre" "N" "ll" 47
"ad" "N" "n'" 149
"x-" "N" "h" 165
"idge" "N" "au" 65
"do" "N" "m'" 46
"jo" "N" "ur" 66
"y" "N" "origi" 679
"udd" "N" "f" 33
"paper" "N" "pri" 4
"paper" "N" "v" 142
"ck" "N" "popu" 21
"eigh" "N" "" 407
"ew" "N" "er" 119
"v" "N" "pre" 21
"ke's" "N" "s" 189
"eye" "N" "o" 648
"paper" "N" "g" 229
"s" "N" "ader" 159
"d" "N" "pri" 274
"pri" "N" "de" 70
"ce" "N" "du" 112
"k's" "N" "c" 604
"x" "N" "da" 554
"e" "N" "ll-" 543
"ll-" "N" "b" 594
"ea" "N" "y" 324
"du" "N" "tt" 614
"ch" "N" "dea" 21
"or" "N" "owi" 7
"c" "N" "edi" 29
"edi" "N" "ng" 165
"e" "N" "ey" 469
"i" "N" "pu" 1084
"ui" "N" "f" 81
"ur" "N" "he" 4
"que" "N" "v" 820
"ard" "N" "er" 434
"uge" "N" "e" 94
"l" "N" "pu" 716
"pu" "N" "er" 151
"u" "N" "ay'" 60
"ao" "N" "c" 1286
"p" "N" "ora" 248
"ora" "N" "r" 243
"ge" "N" "ear" 93
"ke" "N" "ur" 36
"v" "N" "pi" 183
"be" "N" "ve" 11
"y" "N" "appoi" 103
"v" "N" "idua" 430
"d" "N" "ng" 457
"oa" "N" "h" 412
"t" "N" "origi" 448
"s" "N" "edi" 93
"ng" "N" "pu" 257
"te" "N" "q" 1806
"ow" "N" "au" 196
"uy" "N" "n" 123
"m" "N" "od" 651
"daugh" "N" "ter" 52
"g" "N" "are" 278
"f" "N" "ze" 444
"ower" "N" "sch" 16
"ed" "N" "dow" 227
"ge" "N" "er" 66
"ie" "N" "ne" 81
"l" "N" "aged" 45
"oper" "N" "w" 222
"ke" "N" "hi" 445
"mm" "N" "sh" 23
"f" "N" "eig" 110
"ct" "N" "iou" 792
"ie" "N" "pa" 389
"ie" "N" "sch" 286
"di" "N" "pi" 131
"d" "N" "ded" 873
"orough" "N" "f" 358
"uded" "N" "w" 1655
"di" "N" "zz" 360
"t" "N" "bb" 27
"dia" "N" "ne" 1269
"or" "N" "ad" 110
"yper" "N" "di" 23
"g" "N" "apa" 2
"you" "N" "ng'" 361
"uper" "N" "io" 579
"n" "N" "odi" 62
"oper" "N" "l" 2038
"m" "N" "oh" 427
"oh" "N" "s" 425
"yper" "N" "d" 42
"ower" "N" "p" 937
"po" "N" "pi" 98
"r" "N" "ayer" 579
"oa" "N" "ve" 42
"cher" "N" "ve" 15
"upp" "N" "le" 118
"mb" "N" "b" 474
"e" "N" "al" 439
"eady" "N" "r" 691
"a" "N" "mb" 945
"n" "N" "cher" 695
"cher" "N" "n" 908
"y" "N" "up" 188
"gia" "N" "h" 634
"c" "N" "orre" 835
"io" "N" "z" 312
"n" "N" "the" 461
"era" "N" "h" 188
"ve" "N" "x" 1123
"ower" "N" "le" 64
"g" "N" "eyer" 41
"eyer" "N" "a" 435
"ia" "N" "pi" 79
"re" "N" "pi" 142
"ower" "N" "pa" 109
"r" "N" "kes" 246
"ur" "N" "kes" 82
"" "N" "ll" 552
"eyer" "N" "p" 195
"pi" "N" "de" 1319
"f" "N" "eye" 149
"g" "N" "idi" 9
"idi" "N" "u" 31
"ey" "N" "er" 322
"w" "N" "eyer" 24
"eyer" "N" "f" 125
"f" "N" "urr" 184
"urr" "N" "o" 165
"eyer" "N" "o" 84
"i" "N" "ow" 245
"ewer" "N" "w" 130
"t" "N" "apper" 88
"oa" "N" "re" 209
"ey" "N" "x" 211
"h" "N" "po" 733
"urge" "N" "c" 45
"y" "N" "edge" 28
"edge" "N" "w" 886
"aya" "N" "c" 318
"ji" "N" "th" 496
"ao" "N" "e" 146
"ol" "N" "n'" 615
"sh" "N" "re" 86
"aw" "N" "jour" 97
"ph" "N" "ch" 306
"nn" "N" "ju" 31
"ze" "N" "tte" 193
"oyd" "N" "i" 181
"s" "N" "dah" 6
"dah" "N" "i" 20
"urr" "N" "ea" 467
"urre" "N" "a" 482
"you" "N" "k" 575
"eup" "N" "b" 75
"ke" "N" "'" 447
"'" "N" "da" 389
"eyed" "N" "h" 64
"c's" "N" "d" 14
"ord" "N" "hi" 4
"you" "N" "f" 1103
"hi" "N" "ng" 341
"ll" "N" "ower" 273
"zz" "N" "p" 520
"zz" "N" "t" 454
"m" "N" "dow" 153
"zz" "N" "th" 155
"'" "N" "ja" 348
"o" "N" "ve'" 251
"da" "N" "te'" 10
"zz" "N" "g" 309
"ti" "N" "m" 1077
"ipp" "N" "l" 384
"oud" "N" "t" 340
"oo" "N" "pi" 25
"apo" "N" "b" 47
"joy" "N" "t" 205
"k" "N" "ae" 423
"zz" "N" "c" 770
"ager" "N" "aa" 4
"aper" "N" "" 70
"ie" "N" "lle" 336
"sch" "N" "k" 797
"sh" "N" "op" 338
"h" "N" "ure" 205
"ho" "N" "p" 49
"euer" "N" "m" 37
"ger" "N" "ch" 472
"k" "N" "ze" 127
"g" "N" "eier" 24
"eier" "N" "n" 25
"k" "N" "jour" 57
"a" "N" "cke" 140
"lle" "N" "v" 1459
"ct" "N" "w" 124
"ne" "N" "app" 22
"kes" "N" "u" 224
"aid" "N" "ou" 946
"ewer" "N" "c" 266
"oded" "N" "t" 89
"gia" "N" "g" 191
"te" "N" "jo" 229
"tte" "N" "p" 407
"te" "N" "jour" 61
"hi" "N" "de" 45
"edy" "N" "a" 1637
"c" "N" "hu" 1343
"hu" "N" "re" 287
"d" "N" "ua" 360
"ng" "N" "ho" 270
"ve" "N" "ae" 72
"io" "N" "ai" 21
"ei" "N" "p" 818
"dow" "N" "ne" 437
"ipa" "N" "l'" 72
"n" "N" "th'" 126
"sh" "N" "ide" 41
"-up" "N" "a" 907
"t" "N" "-up" 568
"" "N" "-up" 1193
"ge" "N" "pu" 11
"oyed" "N" "di" 7
"p" "N" "-i" 398
"k" "N" "ader" 101
"or" "N" "-p" 300
"udi" "N" "e" 640
"kes" "N" "ho" 181
"ho" "N" "re" 178
"der" "N" "po" 244
"n" "N" "auer" 259
"auer" "N" "s" 262
"m" "N" "jur" 31
"jur" "N" "d" 11
"v" "N" "ja" 459
"ve" "N" "al" 220
"app" "N" "d" 52
"pay" "N" "o" 492
"ha" "N" "t'" 454
"n" "N" "appea" 554
"a" "N" "ad" 534
"e" "N" "gu" 90
"ape" "N" "ar" 5
"ure" "N" "de" 365
"ae" "N" "m" 364
"v" "N" "ord" 150
"ape" "N" "p" 654
"ure" "N" "ger" 17
"or" "N" "ger" 263
"upp" "N" "" 44
"odi" "N" "i" 23
"ei" "N" "h" 963
"e" "N" "be" 351
"k" "N" "aa" 603
"tch" "N" "v" 519
"tch" "N" "origi" 9
"x" "N" "ho" 317
"tch" "N" "ie" 585
"ier" "N" "p" 262
"ah" "N" "g" 610
"eady" "N" "e" 792
"tch" "N" "di" 28
"ed" "N" "der" 233
"ape" "N" "m" 945
"s" "N" "ayer" 91
"n" "N" "doub" 309
"c" "N" "tio" 1253
"d" "N" "kes" 40
"te" "N" "ve" 662
"b" "N" "ood" 169
"are" "N" "ger" 9
"ya" "N" "w" 394
"ng" "N" "jour" 168
"n-" "N" "w" 109
"e" "N" "up" 508
"te" "N" "opp" 2
"pe" "N" "ch" 945
"k" "N" "ne" 512
"ger" "N" "k" 971
"nn" "N" "r" 1512
"ewer" "N" "n" 89
"ape" "N" "ea" 19
"po" "N" "po" 314
"pay" "N" "ch" 81
"ade" "N" "ear" 139
"m" "N" "ce" 342
"ju" "N" "pa" 90
"oda" "N" "l" 748
"oper" "N" "" 599
"dio" "N" "m" 333
"ded" "N" "u" 1163
"w" "N" "edge" 259
"f" "N" "are" 343
"di" "N" "ph" 640
"pe" "N" "ea" 32
"io" "N" "-e" 272
"d" "N" "i'" 436
"ape" "N" "di" 13
"se" "N" "pe" 231
"oe" "N" "k" 361
"h" "N" "que" 656
"k" "N" "ade" 377
"ade" "N" "ll" 119
"ter" "N" "ie" 12
"je" "N" "er" 81
"c" "N" "eau" 84
"eau" "N" "p" 171
"v" "N" "oo" 662
"ee" "N" "-e" 104
"-e" "N" "e" 214
"ed" "N" "upper" 23
"q" "N" "x" 1012
"tch" "N" "are" 22
"e" "N" "e'" 5
"ord" "N" "ie" 126
"ui" "N" "'" 20
"s" "N" "upper" 327
"you" "N" "ea" 30
"'" "N" "app" 55
"aa" "N" "'" 4
"'" "N" "ae" 9
"ae" "N" "'" 3
"'" "N" "que" 164
"ai" "N" "'" 187
"'" "N" "ch" 1639
"y'" "N" "'" 28
"l" "N" "appea" 445
"'" "N" "ee" 27
"'" "N" "ei" 49
"ei" "N" "'" 174
"ird" "N" "'" 20
"" "N" "'" 372
"'" "N" "ju" 281
"augh" "N" "'" 77
"dia" "N" "er" 18
"'" "N" "dire" 22
"'" "N" "oo" 14
"'" "N" "pur" 26
"le'" "N" "o" 2
"'" "N" "po" 326
"ead" "N" "'" 128
"ou" "N" "'" 717
"'" "N" "x" 811
"ow" "N" "are" 295
"are" "N" "y" 190
"ui" "N" "a" 366
"die" "N" "h" 416
"er" "N" "der" 576
"r" "N" "ede" 70
"ede" "N" "i" 6
"die" "N" "r" 374
"ne" "N" "er" 896
"h" "N" "eid" 33
"eid" "N" "o" 15
"d" "N" "ood" 90
"r" "N" "d'" 2112
"ader" "N" "i" 342
"g" "N" "eh" 233
"eh" "N" "e" 42
"oe" "N" "g" 237
"die" "N" "k" 277
"die" "N" "ve" 74
"u" "N" "ir" 679
"edera" "N" "s" 16
"die" "N" "er" 118
"a" "N" "rd" 1314
"rd" "N" "t" 1274
"hi" "N" "v" 366
"mme" "N" "p" 151
"o" "N" "geo" 18
"dire" "N" "s" 49
"" "N" "cs'" 674
"cs'" "N" "c" 83
"ura" "N" "i" 379
"augh" "N" "w" 98
"ited" "N" "i" 495
"l" "N" "upper" 58
"i" "N" "joy" 52
"que" "N" "ah" 14
"r" "N" "pur" 384
"m" "N" "udd" 79
"udd" "N" "i" 403
"i" "N" "pur" 992
"pur" "N" "n" 543
"uda" "N" "a" 328
"joy" "N" "k" 47
"ja" "N" "da" 495
"b" "N" "dur" 25
"ss" "N" "ja" 347
"ja" "N" "le" 115
"da" "N" "ss" 431
"ss" "N" "pa" 656
"u" "N" "ha" 190
"b" "N" "ha" 1736
"n" "N" "dai" 236
"dai" "N" "m" 403
"oro" "N" "b" 51
"z" "N" "pur" 66
"pri" "N" "t" 131
"h" "N" "pur" 193
"pi" "N" "ju" 10
"uda" "N" "i" 348
"pur" "N" "ji" 3
"ho" "N" "sh" 326
"ua" "N" "h" 289
"jo" "N" "g" 1040
"g" "N" "oi" 290
"oi" "N" "b" 192
"ya" "N" "" 484
"pe" "N" "sh" 532
"o" "N" "oa" 223
"ss" "N" "jo" 229
"kh" "N" "ch" 25
"g" "N" "ah" 79
"th" "N" "ha" 37
"h" "N" "ji" 417
"ada" "N" "pa" 38
"yu" "N" "k" 1390
"ood" "N" "jo" 55
"ed" "N" "you" 57
"erred" "N" "hi" 31
"th" "N" "pa" 1567
"oy" "N" "g" 810
"mn" "N" "l" 217
"mn" "N" "le" 2
"x" "N" "pu" 101
"e" "N" "jur" 157
"th" "N" "wh" 178
"erge" "N" "i" 369
"a" "N" "oi" 348
"po" "N" "st" 270
"eur" "N" "t" 334
"ke" "N" "ju" 99
"erdi" "N" "c" 968
"appa" "N" "ho" 13
"n" "N" "dou" 157
"e" "N" "appoi" 191
"ew" "N" "ai" 329
"hugh" "N" "s" 105
"ay" "N" "ai" 209
"edy" "N" "ai" 14
"id" "N" "pa" 176
"ier" "N" "e" 361
"are" "N" "po" 60
"igh" "N" "-p" 466
"ura" "N" "te" 188
"owa" "N" "b" 144
"pa" "N" "po" 70
"pay" "N" "n" 143
"oup" "N" "de" 88
"ergy" "N" "f" 785
"ow" "N" "ou" 465
"m" "N" "peda" 90
"peda" "N" "n" 128
"y" "N" "depe" 47
"ude" "N" "au" 52
"edit" "N" "u" 107
"ss" "N" "-i" 69
"s" "N" "pay" 47
"oded" "N" "ch" 38
"y" "N" "yea" 376
"aud" "N" "l" 210
"h" "N" "ere" 464
"jay" "N" "o" 62
"m" "N" "cher" 89
"cher" "N" "'" 169
"f" "N" "oper" 38
"erge" "N" "c" 62
"u" "N" "ey" 563
"ped" "N" "" 76
"jo" "N" "" 1628
"c" "N" "jour" 314
"o" "N" "oo" 121
"oo" "N" "oo" 10
"or" "N" "ed" 1025
"al" "N" "f-" 236
"f-" "N" "t" 201
"do" "N" "de" 389
"age" "N" "di" 379
"ch" "N" "ow" 959
"ode" "N" "y" 133
"h" "N" "je" 852
"nn" "N" "di" 56
"a" "N" "ura" 706
"ura" "N" "sh" 27
"r" "N" "app" 685
"ype" "N" "po" 69
"pi" "N" "p" 1057
"j" "N" "di" 620
"ow" "N" "wh" 52
"a" "N" "n-" 398
"mb" "N" "t" 620
"n" "N" "dau" 16
"dau" "N" "g" 27
"n" "N" "eye" 1204
"eye" "N" "w" 723
"t" "N" "ured" 1506
"mm" "N" "g" 104
"oop" "N" "l" 275
"pa" "N" "ve" 825
"tch" "N" "ph" 136
"u" "N" "pre" 81
"r" "N" "ol" 81
"ol" "N" "i" 30
"a" "N" "paper" 182
"ju" "N" "da" 637
"s" "N" "tsch" 95
"tsch" "N" "r" 226
"s" "N" "cher" 570
"die" "N" "j" 11
"ai" "N" "b'" 34
"b'" "N" "r" 37
"ju" "N" "de" 569
"v" "N" "sch" 226
"ap" "N" "u" 256
"ju" "N" "ss" 91
"iar" "N" "t" 342
"day" "N" "sch" 92
"yd" "N" "m" 29
"re" "N" "sch" 146
"ir" "N" "ger" 5
"cher" "N" "w" 448
"ior" "N" "ph" 41
"r" "N" "epo" 85
"due" "N" "c" 154
"e" "N" "uge" 24
"joy" "N" "i" 285
"le" "N" "ju" 657
"ay" "N" "eigh" 39
"pai" "N" "k" 77
"edge" "N" "sh" 121
"d" "N" "joi" 229
"t" "N" "digi" 43
"k" "N" "up" 279
"u" "N" "cher" 318
"du" "N" "cher" 13
"adi" "N" "e" 104
"hu" "N" "s" 104
"io" "N" "re" 101
"ei" "N" "w" 609
"yi" "N" "l" 192
"iu" "N" "q" 68
"yo" "N" "ng" 672
"eo" "N" "" 149
"x" "N" "se" 51
"f" "N" "bb" 39
"bb" "N" "l" 544
"or" "N" "ade" 17
"z" "N" "ia" 490
"der" "N" "pay" 5
"pay" "N" "da" 3
"ve" "N" "per" 672
"d" "N" "ya" 203
"" "N" "er" 1231
"pai" "N" "v" 54
"ough" "N" "ou" 182
"po" "N" "ng" 688
"u" "N" "ei" 342
"s" "N" "pora" 564
"pora" "N" "p" 39
"y" "N" "aw" 140
"erge" "N" "th" 273
"n" "N" "he" 300
"ere" "N" "er" 43
"her" "N" "h" 309
"ire" "N" "lle" 2
"lle" "N" "di" 66
"oi" "N" "a" 254
"chs" "N" "i" 355
"ji" "N" "ll" 1539
"up" "N" "ou" 192
"ider" "N" "p" 210
"ji" "N" "f" 779
"ti" "N" "s" 270
"er" "N" "g'" 243
"g'" "N" "s" 1108
"t" "N" "euer" 18
"euer" "N" "w" 53
"o" "N" "gu" 318
"b" "N" "oh" 550
"deu" "N" "tsch" 595
"l" "N" "kes" 447
"sts" "N" "t" 287
"or" "N" "epi" 4
"epi" "N" "d" 17
"th" "N" "eri" 24
"epa" "N" "t" 454
"c" "N" "-p" 663
"ee" "N" "re" 99
"le" "N" "pipe" 4
"pipe" "N" "d" 64
"e" "N" "ud" 283
"ck" "N" "ei" 58
"i" "N" "ta" 19
"ta" "N" "g" 251
"py" "N" "" 121
"tte" "N" "er" 182
"ia" "N" "je" 53
"f" "N" "erred" 184
"g" "N" "ari" 115
"due" "N" "p" 297
"ior" "N" "p" 780
"oid" "N" "sch" 18
"b" "N" "urde" 92
"oup" "N" "k" 303
"ad" "N" "ze" 32
"ad" "N" "z" 573
"l" "N" "egi" 93
"te" "N" "pu" 56
"idua" "N" "ll" 849
"ua" "N" "mm" 140
"t" "N" "ied" 43
"i" "N" "me'" 304
"sts" "N" "o" 378
"aia" "N" "p" 12
"oup" "N" "p" 1289
"s" "N" "ss" 653
"gia" "N" "" 664
"ura" "N" "r" 154
"ayer" "N" "ju" 32
"oa" "N" "i" 440
"cs" "N" "pa" 78
"ng" "N" "oh" 42
"aa" "N" "g" 365
"aa" "N" "i" 88
"a" "N" "ow" 471
"eh" "N" "a" 281
"our" "N" "de" 51
"ph" "N" "ir" 23
"ir" "N" "y" 109
"ja" "N" "ay" 3
"a" "N" "ey" 268
"poo" "N" "ch" 34
"pa" "N" "ha" 14
"ur" "N" "ya" 34
"n" "N" "apa" 19
"e" "N" "rre" 242
"rre" "N" "di" 14
"hu" "N" "l" 452
"ji" "N" "-p" 29
"ji" "N" "u" 1460
"ora" "N" "p" 95
"ow" "N" "le" 823
"v" "N" "augh" 792
"augh" "N" "n" 722
"g" "N" "-i" 810
"s" "N" "edit" 103
"iu" "N" "x" 201
"f" "N" "id" 61
"ider" "N" "k" 110
"me" "N" "per" 650
"i" "N" "od" 156
"e" "N" "co" 120
"igh" "N" "d" 203
"me" "N" "are" 549
"sse" "N" "a" 491
"eaded" "N" "s" 241
"eaded" "N" "i" 159
"odi" "N" "le" 521
"paper" "N" "n" 446
"ur" "N" "ow" 30
"ju" "N" "te" 135
"iar" "N" "h" 108
"pie" "N" "d" 89
"be" "N" "ed" 7
"f" "N" "orre" 118
"orre" "N" "s" 535
"ogi" "N" "sts" 131
"b" "N" "a'" 247
"a'" "N" "t" 4
"oup" "N" "are" 111
"a'" "N" "th" 10
"zz" "N" "h" 200
"ft" "N" "b" 555
"gia" "N" "s" 887
"da" "N" "ce" 253
"mb" "N" "c" 453
"add" "N" "ie" 249
"mb" "N" "f" 345
"ord" "N" "u" 1429
"eigh" "N" "d" 42
"eau" "N" "g" 161
"ipp" "N" "de" 2
"ero" "N" "l" 329
"gg" "N" "c" 352
"ap" "N" "ery" 95
"ll" "N" "der" 48
"y" "N" "al" 210
"mm" "N" "k" 101
"ado" "N" "re" 131
"e" "N" "aye" 19
"aye" "N" "d" 24
"ued" "N" "c" 529
"co" "N" "h" 124
"do" "N" "ger" 31
"ted" "N" "p" 152
"or" "N" "ja" 700
"ord" "N" "ed" 778
"ng" "N" "ah" 98
"re" "N" "you" 20
"'" "N" "ood" 2
"t" "N" "aw" 351
"jer" "N" "u" 742
"y" "N" "eye" 387
"h" "N" "ke" 244
"ou" "N" "ji" 212
"l" "N" "ha" 833
"ah" "N" "z" 86
"ee" "N" "te" 198
"ori" "N" "ce" 31
"v" "N" "ored" 96
"ored" "N" "d" 65
"ored" "N" "l" 299
"b" "N" "pur" 39
"ey" "N" "ard" 67
"ape" "N" "v" 995
"opper" "N" "" 270
"ape" "N" "are" 14
"" "N" "apora" 364
"apora" "N" "te" 83
"her" "N" "f" 165
"nne" "N" "di" 24
"ou" "N" "y" 351
"n" "N" "depa" 129
"ck's" "N" "p" 125
"te" "N" "eigh" 252
"ur" "N" "cher" 11
"r" "N" "che" 674
"era" "N" "are" 42
"be" "N" "are" 32
"era" "N" "p" 183
"eady" "N" "p" 443
"ager" "N" "b" 471
"day" "N" "'" 75
"ager" "N" "t" 534
"ie" "N" "sh" 1017
"po" "N" "z" 983
"w" "N" "de" 1429
"oy" "N" "ai" 28
"c" "N" "gh" 108
"gh" "N" "ee" 135
"ird" "N" "q" 413
"ide" "N" "da" 45
"ur" "N" "ed" 346
"ewer" "N" "" 398
"ed" "N" "oi" 224
"ue" "N" "ch" 537
"ird" "N" "k" 169
"ied" "N" "de" 37
"urer" "N" "sh" 74
"du" "N" "rr" 260
"u" "N" "te'" 516
"ord" "N" "do" 37
"di" "N" "se" 774
"m" "N" "ow" 895
"nn" "N" "ho" 3
"bb" "N" "m" 136
"idi" "N" "ne" 176
"da" "N" "ks" 52
"o" "N" "m'" 497
"ter" "N" "t" 660
"e" "N" "he" 379
"sts" "N" "h" 377
"aw" "N" "ou" 77
"eye" "N" "f" 277
"ew" "N" "ide" 26
"z" "N" "i'" 15
"ure" "N" "hi" 48
"b" "N" "up" 398
"up" "N" "oper" 2
"oper" "N" "e" 214
"edo" "N" "i" 96
"edo" "N" "h" 48
"upper" "N" "r" 901
"o" "N" "is" 598
"ded" "N" "d" 547
"pur" "N" "w" 222
"ks" "N" "ph" 204
"i" "N" "did" 37
"q" "N" "sh" 289
"ee" "N" "ha" 235
"e" "N" "dea" 151
"ep" "N" "sh" 50
"awed" "N" "a" 93
"o" "N" "eh" 23
"ear" "N" "w" 238
"power" "N" "v" 230
"pay" "N" "l" 867
"ery" "N" "v" 508
"ie" "N" "r'" 200
"a" "N" "hi" 431
"ery" "N" "ve" 23
"ck" "N" "age" 154
"cts" "N" "d" 41
"kes" "N" "l" 776
"e" "N" "eder" 26
"eder" "N" "w" 13
"ger" "N" "ger" 79
"s'" "N" "ch" 1091
"ger" "N" "ear" 40
"w" "N" "ho" 334
"a" "N" "ora" 35
"r" "N" "ogi" 191
"edge" "N" "r" 594
"adi" "N" "ll" 603
"ee" "N" "au" 195
"ero" "N" "b" 47
"e" "N" "ca" 416
"ero" "N" "t" 290
"oad" "N" "v" 719
"upper" "N" "oa" 2
"ae" "N" "e" 88
"iew" "N" "de" 43
"eau" "N" "h" 313
"m" "N" "ager" 103
"ager" "N" "y" 74
"cu" "N" "l" 430
"ood" "N" "au" 85
"th" "N" "al" 347
"t" "N" "e'" 157
"oyer" "N" "o" 229
"re" "N" "hi" 214
"o" "N" "d'" 84
"adow" "N" "o" 670
"w" "N" "ir" 642
"m" "N" "poo" 122
"upe" "N" "n" 24
"ude" "N" "sh" 170
"odi" "N" "te" 42
"tch" "N" "er" 356
"ke" "N" "pre" 7
"ew" "N" "ed" 123
"ey" "N" "ph" 293
"x" "N" "je" 222
"pur" "N" "g" 381
"ew" "N" "per" 98
"edit" "N" "m" 189
"b" "N" "ear" 633
"ear" "N" "d" 224
"epi" "N" "g" 95
"m" "N" "ire" 133
"re" "N" "ed" 331
"orough" "N" "th" 372
"ured" "N" "h" 918
"ered" "N" "ear" 56
"aya" "N" "m" 673
"te" "N" "power" 89
"ord" "N" "ei" 14
"oid" "N" "f" 514
"f" "N" "dow" 118
"oyed" "N" "d" 25
"d" "N" "dow" 331
"-e" "N" "ar" 29
"" "N" "yper" 1439
"yder" "N" "g" 33
"l" "N" "ery" 34
"ued" "N" "l" 310
"yea" "N" "t" 144
"edit" "N" "ed" 213
"ch" "N" "oe" 589
"ks" "N" "jer" 2
"s" "N" "ood" 194
"p" "N" "oo" 1031
"aa" "N" "m" 351
"kh" "N" "t" 367
"jai" "N" "v" 15
"i" "N" "gi" 105
"deo" "N" "di" 26
"k" "N" "the" 18
"sh" "N" "ade" 45
"ea" "N" "do" 136
"ype" "N" "k" 86
"ypo" "N" "g" 275
"po" "N" "ph" 180
"x" "N" "ve" 284
"ado" "N" "q" 6
"peru" "N" "i" 401
"b" "N" "pe" 473
"c" "N" "eu" 1599
"sh" "N" "aa" 735
"au" "N" "z" 133
"l" "N" "ari" 162
"ari" "N" "'" 7
"opa" "N" "pa" 21
"b" "N" "appea" 15
"a" "N" "appea" 158
"y" "N" "depo" 115
"ed" "N" "ade" 27
"urer" "N" "h" 240
"v" "N" "ah" 172
"ja" "N" "ard" 7
"sche" "N" "r" 34
"ks" "N" "ah" 55
"ad" "N" "pi" 41
"n" "N" "kes" 278
"t" "N" "ery" 96
"g" "N" "pri" 41
"ua" "N" "di" 29
"s" "N" "udi" 40
"ng" "N" "dow" 248
"d" "N" "ha" 581
"s" "N" "ire" 158
"ci" "N" "b" 57
